Date,iOS Screentime (hrs),Mac Screentime (hrs),Total Screentime (hrs)
2024-01-22,,2.777222222222222,
2024-01-23,1.6411111111111112,4.149166666666667,5.790277777777778
2024-01-24,0.7408333333333333,4.945833333333333,5.6866666666666665
2024-01-25,0.8191666666666667,7.667777777777778,8.486944444444445
2024-01-26,0.07166666666666667,3.4994444444444444,3.571111111111111
2024-01-27,1.2608333333333333,3.6480555555555556,4.908888888888889
2024-01-28,2.5219444444444443,3.838888888888889,6.360833333333334
2024-01-29,2.3344444444444443,2.6727777777777777,5.007222222222222
2024-01-30,2.0388888888888888,4.633333333333334,6.6722222222222225
2024-01-31,1.6691666666666667,4.888888888888889,6.558055555555556
2024-02-01,0.39444444444444443,6.281666666666666,6.676111111111111
2024-02-02,0.35555555555555557,2.232222222222222,2.5877777777777777
2024-02-03,,2.9383333333333335,
2024-02-04,4.6113888888888885,2.272777777777778,6.884166666666666
2024-02-05,1.7974999999999999,3.2866666666666666,5.0841666666666665
2024-02-06,1.093611111111111,5.6963888888888885,6.789999999999999
2024-02-07,2.629722222222222,5.064722222222223,7.694444444444445
2024-02-08,0.5283333333333333,3.162777777777778,3.6911111111111112
2024-02-09,0.45694444444444443,0.9661111111111111,1.4230555555555555
2024-02-10,1.2630555555555556,2.417777777777778,3.680833333333333
2024-02-11,3.387777777777778,4.645833333333333,8.03361111111111
2024-02-12,1.0633333333333332,2.62,3.6833333333333336
2024-02-13,,5.827222222222222,
2024-02-14,,3.1194444444444445,
2024-02-15,,4.188888888888889,
2024-02-16,0.09111111111111111,4.305,4.396111111111111
2024-02-17,0.8258333333333333,2.5316666666666667,3.3575
2024-02-18,1.5819444444444444,3.2375,4.819444444444445
2024-02-19,1.7522222222222223,2.8402777777777777,4.5925
2024-02-20,2.2669444444444444,5.450277777777778,7.717222222222222
2024-02-21,1.3066666666666666,4.993055555555555,6.299722222222222
2024-02-22,,3.0255555555555556,
2024-02-23,0.23777777777777778,3.1069444444444443,3.344722222222222
2024-02-24,1.2041666666666666,6.289444444444444,7.493611111111111
2024-02-25,,5.818611111111111,
2024-02-26,1.4897222222222222,3.5830555555555557,5.072777777777778
2024-02-27,0.04,5.3825,5.4225
2024-02-28,1.1108333333333333,2.4205555555555556,3.531388888888889
2024-02-29,0.9333333333333333,6.353055555555556,7.286388888888889
2024-03-01,0.8861111111111111,3.243888888888889,4.13
2024-03-02,,3.845833333333333,
2024-03-03,0.22,3.161388888888889,3.381388888888889
2024-03-04,0.6158333333333333,5.72,6.335833333333333
2024-03-05,,4.935277777777777,
2024-03-06,,4.723333333333334,
2024-03-07,0.9163888888888889,7.034166666666667,7.950555555555556
2024-03-08,,1.8016666666666665,
2024-03-09,,2.7444444444444445,
2024-03-10,,2.245,
2024-03-11,0.12777777777777777,2.2455555555555557,2.3733333333333335
2024-03-12,0.20194444444444445,2.6616666666666666,2.863611111111111
2024-03-13,1.6319444444444444,1.1916666666666667,2.823611111111111
2024-03-14,1.4213888888888888,6.189444444444445,7.610833333333334
2024-03-15,,3.140277777777778,
2024-03-16,,1.8047222222222223,
2024-03-17,,1.0680555555555555,
2024-03-18,1.3805555555555555,6.16,7.540555555555556
2024-03-19,1.8483333333333334,7.831388888888889,9.679722222222223
2024-03-20,0.5638888888888889,5.130833333333333,5.6947222222222225
2024-03-21,1.786111111111111,7.128611111111111,8.914722222222222
2024-03-22,,2.855,
2024-03-24,,2.786388888888889,
2024-03-25,,4.420277777777778,
2024-03-26,1.3105555555555555,6.459722222222222,7.770277777777777
2024-03-27,0.885,8.00388888888889,8.88888888888889
2024-03-28,1.0094444444444444,7.6625000000000005,8.671944444444446
2024-03-29,0.8366666666666667,2.886111111111111,3.722777777777778
2024-03-30,2.03,2.83,4.859999999999999
2024-03-31,0.8619444444444444,1.5055555555555555,2.3674999999999997
2024-04-01,0.006944444444444444,5.1594444444444445,5.166388888888889
2024-04-02,1.3605555555555555,7.506111111111111,8.866666666666667
2024-04-03,0.38472222222222224,6.271388888888889,6.656111111111111
2024-04-04,0.7063888888888888,4.776388888888889,5.482777777777778
2024-04-05,,1.5069444444444444,
2024-04-06,,4.238888888888889,
2024-04-07,1.5158333333333334,4.5175,6.033333333333333
2024-04-08,1.343611111111111,3.2591666666666668,4.602777777777778
2024-04-09,,7.340833333333333,
2024-04-10,,4.896388888888889,
2024-04-11,0.0008333333333333334,6.593055555555556,6.593888888888889
2024-04-12,0.04638888888888889,7.8525,7.898888888888889
2024-04-13,0.8752777777777778,2.6555555555555554,3.5308333333333333
2024-04-14,2.238611111111111,4.8838888888888885,7.1225
2024-04-15,0.9199999999999999,5.579444444444444,6.499444444444444
2024-04-16,1.04,7.341388888888889,8.381388888888889
2024-04-17,0.3630555555555556,7.620555555555556,7.983611111111111
2024-04-18,0.7497222222222222,8.341111111111111,9.090833333333332
2024-04-19,0.6561111111111111,2.591944444444444,3.2480555555555553
2024-04-20,0.29944444444444446,5.291944444444444,5.591388888888888
2024-04-21,0.6822222222222222,4.754722222222222,5.436944444444444
2024-04-22,0.08833333333333333,4.133055555555556,4.221388888888889
2024-04-23,0.34833333333333333,8.5025,8.850833333333332
2024-04-24,0.37666666666666665,7.470833333333333,7.8475
2024-04-25,0.4230555555555556,7.4816666666666665,7.904722222222222
2024-04-26,0.25583333333333336,5.727222222222222,5.983055555555556
2024-04-27,0.009444444444444445,3.438888888888889,3.4483333333333337
2024-04-28,0.5744444444444444,6.466111111111111,7.040555555555556
2024-04-29,0.4625,1.0530555555555554,1.5155555555555553
2024-04-30,0.6405555555555555,,
2024-05-01,0.9725,,
2024-05-03,0.8336111111111111,6.695,7.528611111111111
2024-05-04,,6.194444444444445,
2024-05-05,,5.443888888888889,
2024-05-06,,3.680277777777778,
2024-05-07,,4.528611111111111,
2024-05-08,,3.2030555555555553,
2024-05-09,,2.091388888888889,
2024-05-10,,1.8130555555555556,
2024-05-16,,4.935833333333333,
2024-05-17,2.828333333333333,3.884722222222222,6.713055555555555
2024-05-18,2.307777777777778,1.7197222222222222,4.0275
2024-05-19,0.4936111111111111,4.690277777777778,5.183888888888889
2024-05-20,1.6569444444444443,2.368333333333333,4.025277777777777
2024-05-21,1.093888888888889,0.9394444444444444,2.033333333333333
2024-05-22,0.4577777777777778,3.178611111111111,3.636388888888889
2024-05-23,1.3522222222222222,3.711111111111111,5.063333333333333
2024-05-24,0.46944444444444444,0.77,1.2394444444444446
2024-05-25,0.6758333333333333,0.5663888888888888,1.2422222222222221
2024-05-26,,4.5777777777777775,
2024-05-27,0.9288888888888889,4.606944444444444,5.535833333333333
2024-05-28,1.3358333333333334,3.495,4.8308333333333335
2024-05-29,,1.9230555555555555,
2024-05-30,2.792222222222222,1.4708333333333334,4.263055555555556
2024-05-31,1.5691666666666666,1.1188888888888888,2.6880555555555556
2024-06-01,0.007222222222222222,2.1791666666666667,2.1863888888888887
2024-06-02,2.162777777777778,0.9591666666666667,3.121944444444445
2024-06-03,0.5102777777777777,1.6355555555555557,2.1458333333333335
2024-06-04,2.1666666666666665,0.11916666666666667,2.285833333333333
2024-06-05,,0.5516666666666666,
2024-06-06,2.683333333333333,2.326388888888889,5.009722222222222
2024-06-07,,3.471388888888889,
2024-06-08,,0.5763888888888888,
2024-06-09,,2.5816666666666666,
2024-06-10,,1.2544444444444445,
2024-06-11,,0.8502777777777778,
2024-06-12,,2.2447222222222223,
2024-06-13,,0.06833333333333333,
2024-07-07,3.091111111111111,1.883888888888889,4.975
2024-07-08,1.1530555555555555,2.7577777777777777,3.910833333333333
2024-07-09,0.024444444444444446,2.2155555555555555,2.2399999999999998
2024-07-10,2.147222222222222,2.892777777777778,5.04
2024-07-11,6.625277777777778,3.674444444444444,10.299722222222222
2024-07-12,3.1555555555555554,3.4080555555555554,6.563611111111111
2024-07-13,2.733611111111111,4.201388888888889,6.9350000000000005
2024-07-14,2.500277777777778,2.9294444444444445,5.429722222222223
2024-07-15,0.36,4.017222222222222,4.377222222222223
2024-07-16,,4.678888888888888,
2024-07-17,1.3619444444444444,3.1508333333333334,4.512777777777778
2024-07-18,1.5655555555555556,2.401111111111111,3.966666666666667
2024-07-19,,2.5116666666666667,
2024-07-20,,1.3891666666666667,
2024-07-21,,1.8769444444444443,
2024-07-22,,3.3875,
2024-07-23,,3.8447222222222224,
2024-07-24,,6.7275,
2024-07-25,1.108888888888889,2.9272222222222224,4.036111111111111
2024-07-26,0.7472222222222222,0.5472222222222223,1.2944444444444445
2024-07-27,0.023333333333333334,,
2024-07-28,1.68,1.0175,2.6975
2024-07-29,1.988611111111111,,
2024-07-30,1.2430555555555556,0.62,1.8630555555555555
2024-07-31,2.524722222222222,,
2024-08-01,1.0316666666666667,0.3713888888888889,1.4030555555555555
2024-08-04,,0.3408333333333333,
2024-08-19,,0.10388888888888889,
2024-08-20,1.2558333333333334,1.0144444444444445,2.270277777777778
2024-08-21,3.692222222222222,1.4980555555555555,5.190277777777777
2024-08-22,1.1566666666666667,4.2625,5.419166666666667
2024-08-23,,1.7166666666666668,
2024-08-24,,1.8708333333333331,
2024-08-25,,2.6869444444444444,
2024-08-26,0.9522222222222222,1.7494444444444444,2.7016666666666667
2024-08-27,0.3938888888888889,5.314722222222223,5.708611111111112
2024-08-28,2.5102777777777776,5.42,7.9302777777777775
2024-08-29,1.8411111111111111,3.490277777777778,5.331388888888889
2024-08-30,1.4247222222222222,2.044722222222222,3.469444444444444
2024-08-31,0.8633333333333333,0.85,1.7133333333333334
2024-09-01,0.3130555555555556,2.9647222222222225,3.277777777777778
2024-09-02,2.7624999999999997,2.745,5.5075
2024-09-03,1.6730555555555555,5.338055555555556,7.011111111111111
2024-09-04,2.5575,5.370277777777778,7.927777777777778
2024-09-05,0.21861111111111112,7.2155555555555555,7.434166666666667
2024-09-06,0.3763888888888889,0.9608333333333333,1.337222222222222
2024-09-07,0.21527777777777776,2.7841666666666667,2.9994444444444444
2024-09-08,1.628611111111111,5.611944444444444,7.240555555555555
2024-09-09,2.2005555555555554,3.356666666666667,5.557222222222222
2024-09-10,1.3747222222222222,7.3933333333333335,8.768055555555556
2024-09-11,1.2436111111111112,2.0075,3.2511111111111113
2024-09-12,0.4558333333333333,7.150833333333333,7.6066666666666665
2024-09-13,0.16777777777777778,2.0155555555555558,2.1833333333333336
2024-09-14,0.3194444444444444,5.466388888888889,5.785833333333334
2024-09-15,0.54,7.143611111111111,7.683611111111111
2024-09-16,2.0127777777777776,5.325277777777778,7.338055555555556
2024-09-17,,2.383888888888889,
2024-10-24,0.8136111111111111,2.0836111111111113,2.897222222222222
2024-10-25,0.7361111111111112,2.7094444444444443,3.4455555555555555
2024-10-26,1.2294444444444446,2.9658333333333333,4.195277777777778
2024-10-27,0.991111111111111,5.421666666666667,6.412777777777778
2024-10-28,1.3533333333333333,8.071944444444444,9.425277777777778
2024-10-29,2.3819444444444446,5.826388888888889,8.208333333333334
2024-10-30,2.5430555555555556,6.285277777777778,8.828333333333333
2024-10-31,1.9583333333333333,6.7508333333333335,8.709166666666667
2024-11-01,2.649722222222222,1.915,4.564722222222223
2024-11-02,1.728888888888889,3.6774999999999998,5.4063888888888885
2024-11-03,1.1030555555555557,9.91638888888889,11.019444444444446
2024-11-04,2.4569444444444444,4.508611111111111,6.9655555555555555
2024-11-05,1.9633333333333334,6.0969444444444445,8.060277777777777
2024-11-06,2.6780555555555554,7.592222222222222,10.270277777777778
2024-11-07,1.041388888888889,5.993055555555555,7.0344444444444445
2024-11-08,1.3188888888888888,3.1119444444444446,4.430833333333333
2024-11-09,2.61,4.253333333333334,6.863333333333333
2024-11-10,2.147222222222222,7.316944444444444,9.464166666666667
2024-11-11,1.3069444444444445,5.787222222222222,7.094166666666666
2024-11-12,1.6819444444444445,4.636111111111111,6.3180555555555555
2024-11-13,2.5094444444444446,5.863888888888889,8.373333333333333
2024-11-14,2.076388888888889,6.028333333333333,8.104722222222222
2024-11-15,1.698611111111111,1.9758333333333333,3.674444444444444
2024-11-16,3.3202777777777777,2.765277777777778,6.085555555555556
2024-11-17,1.451111111111111,4.473888888888888,5.924999999999999
2024-11-18,2.5555555555555554,6.415555555555556,8.97111111111111
2024-11-19,0.6702777777777778,7.724166666666667,8.394444444444446
2024-11-20,1.1102777777777777,4.566666666666666,5.676944444444445
2024-11-21,1.4561111111111111,6.525,7.981111111111112
2024-11-22,1.0013888888888889,0.4766666666666667,1.4780555555555557
2024-11-23,1.0505555555555555,1.6488888888888888,2.6994444444444445
2024-11-24,2.1425,2.542222222222222,4.684722222222222
2024-11-25,2.2822222222222224,3.3899999999999997,5.6722222222222225
2024-11-26,1.5580555555555555,3.754722222222222,5.312777777777778
2024-11-27,0.9986111111111111,0.4286111111111111,1.4272222222222222
2024-11-28,1.5733333333333333,5.279444444444445,6.852777777777778
2024-11-29,3.1422222222222222,5.917777777777777,9.059999999999999
2024-11-30,2.1444444444444444,0.1925,2.3369444444444443
2024-12-01,1.7786111111111111,0.24555555555555555,2.024166666666667
2024-12-02,1.1852777777777779,9.139166666666666,10.324444444444444
2024-12-03,1.21,9.199166666666667,10.409166666666668
2024-12-04,1.055,3.857222222222222,4.912222222222222
2024-12-05,0.7777777777777778,8.829444444444444,9.607222222222223
2024-12-06,2.366111111111111,1.3294444444444444,3.6955555555555555
2024-12-07,1.1219444444444444,2.8241666666666667,3.946111111111111
2024-12-08,1.9269444444444443,2.9375,4.864444444444445
2024-12-09,1.3163888888888888,2.674444444444444,3.990833333333333
2024-12-10,0.9,5.314166666666667,6.214166666666667
2024-12-11,0.9480555555555555,5.436944444444444,6.385
2024-12-12,1.8283333333333334,4.2575,6.085833333333333
2024-12-13,2.4119444444444444,5.782222222222222,8.194166666666666
2024-12-14,0.42833333333333334,3.721388888888889,4.1497222222222225
2024-12-15,0.8572222222222222,4.897222222222222,5.754444444444444
2024-12-16,2.0541666666666667,3.739722222222222,5.793888888888889
2024-12-17,1.648611111111111,3.18,4.828611111111111
2024-12-18,0.04611111111111111,2.7169444444444446,2.763055555555556
2024-12-20,1.03,0.8802777777777777,1.9102777777777777
2024-12-21,3.350833333333333,4.872777777777777,8.223611111111111
2024-12-22,1.6336111111111111,2.6822222222222223,4.315833333333334
2024-12-23,0.1802777777777778,5.010277777777778,5.190555555555555
2024-12-24,1.5177777777777777,2.2397222222222224,3.7575000000000003
2024-12-25,0.6013888888888889,2.598055555555556,3.1994444444444445
2024-12-26,0.5041666666666667,1.303611111111111,1.8077777777777777
2024-12-27,,5.790277777777778,
2024-12-28,0.7041666666666666,1.5988888888888888,2.3030555555555554
2024-12-29,1.1183333333333332,2.4505555555555554,3.5688888888888886
2024-12-30,0.6252777777777778,1.1883333333333332,1.813611111111111
2024-12-31,0.9483333333333334,2.6130555555555555,3.5613888888888887
2025-01-01,,1.6266666666666667,
2025-01-02,,2.635,
2025-01-03,,2.128888888888889,
2025-01-04,,1.5863888888888888,
2025-01-05,0.9063888888888889,6.8875,7.793888888888889
2025-01-06,1.1958333333333333,4.2975,5.493333333333334
2025-01-07,1.4891666666666667,0.9708333333333333,2.46
2025-01-08,2.2594444444444446,2.6794444444444445,4.938888888888889
2025-01-09,1.1616666666666666,3.4972222222222222,4.658888888888889
2025-01-10,1.6111111111111112,3.6544444444444446,5.265555555555556
2025-01-11,0.8913888888888889,3.9419444444444443,4.833333333333333
2025-01-12,,4.816111111111111,
2025-01-13,,4.4622222222222225,
2025-01-14,0.5458333333333334,5.68,6.225833333333333
2025-01-15,0.8144444444444444,7.540555555555556,8.355
2025-01-16,,5.851666666666667,
2025-01-17,0.6413888888888889,6.389722222222222,7.031111111111111
2025-01-18,0.5102777777777778,0.04027777777777777,0.5505555555555556
2025-01-19,1.715277777777778,8.125833333333333,9.841111111111111
2025-01-20,1.7352777777777777,4.215833333333333,5.951111111111111
2025-01-21,1.333888888888889,6.179166666666666,7.513055555555555
2025-01-22,0.9486111111111111,5.273611111111111,6.222222222222222
2025-01-23,1.0402777777777779,7.573333333333333,8.613611111111112
2025-01-24,0.7161111111111111,2.660277777777778,3.376388888888889
2025-01-25,1.188611111111111,5.4825,6.671111111111111
2025-01-26,1.6591666666666667,4.770833333333333,6.43
2025-01-27,0.4802777777777778,4.4752777777777775,4.955555555555556
2025-01-28,1.1469444444444445,5.037222222222223,6.184166666666667
2025-01-29,1.0863888888888888,4.8925,5.978888888888889
2025-01-30,1.4391666666666667,6.249722222222222,7.688888888888889
2025-01-31,0.9819444444444445,2.051111111111111,3.0330555555555554
2025-02-01,1.5386111111111112,6.113888888888889,7.6525
2025-02-02,1.4191666666666667,9.23,10.649166666666668
2025-02-03,0.835,6.756111111111111,7.591111111111111
2025-02-04,1.0563888888888888,7.235833333333334,8.292222222222222
2025-02-05,0.6316666666666667,6.3549999999999995,6.986666666666666
2025-02-06,0.9672222222222222,8.125555555555556,9.092777777777778
2025-02-07,1.0844444444444445,2.3652777777777776,3.4497222222222224
2025-02-08,1.3683333333333334,7.351666666666667,8.72
2025-02-09,1.385,7.015,8.4
2025-02-10,,5.485277777777778,
2025-02-11,0.8786111111111111,7.5280555555555555,8.406666666666666
2025-02-12,1.0769444444444445,4.770833333333333,5.847777777777777
2025-02-13,0.2811111111111111,7.838055555555556,8.119166666666667
2025-02-14,,0.3786111111111111,
2025-02-16,0.5461111111111111,2.582222222222222,3.1283333333333334
2025-02-17,0.5755555555555556,7.2725,7.848055555555556
2025-02-18,1.3216666666666668,4.317222222222222,5.638888888888889
2025-02-19,1.2425,5.7225,6.965
2025-02-20,1.3725,7.711944444444445,9.084444444444445
2025-02-21,0.6991666666666667,3.9363888888888887,4.635555555555555
2025-02-22,0.925,7.12,8.045
2025-02-23,1.2566666666666666,6.143055555555556,7.3997222222222225
2025-02-24,1.4361111111111111,4.293333333333333,5.729444444444444
2025-02-25,0.5452777777777778,7.870277777777778,8.415555555555557
2025-02-26,0.8786111111111111,6.7844444444444445,7.663055555555555
2025-02-27,0.8397222222222223,5.240277777777778,6.08
2025-02-28,0.995,2.9427777777777777,3.937777777777778
2025-03-01,1.1694444444444445,6.042222222222222,7.211666666666666
2025-03-02,1.4819444444444445,6.850833333333333,8.332777777777778
2025-03-03,1.6033333333333333,6.115277777777778,7.7186111111111115
2025-03-04,1.015,7.081666666666667,8.096666666666668
2025-03-05,0.9858333333333333,6.987222222222222,7.973055555555556
2025-03-06,1.1558333333333333,9.325555555555555,10.481388888888889
2025-03-07,1.3975,4.725,6.1225
2025-03-08,1.2572222222222222,6.0472222222222225,7.304444444444445
2025-03-09,1.4452777777777779,6.7780555555555555,8.223333333333333
2025-03-10,0.6661111111111111,9.5025,10.16861111111111
2025-03-11,1.1277777777777778,8.027777777777779,9.155555555555557
2025-03-12,1.2061111111111111,5.955555555555556,7.161666666666667
2025-03-13,0.9208333333333333,4.54,5.460833333333333
2025-03-14,1.1994444444444445,2.1422222222222222,3.341666666666667
2025-03-15,,0.1325,
